clip,gap_length_x,condition_x,dyad,turn_num,turn_start_msec,video_num,laughter,Unnamed: 8,Unnamed: 9,subID,partnerID,timepoint,connection,connection_change,gap_length_y,speaker,condition_y
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,3_before,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,3_before,86.6,-2.0,2498.0,other,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,1_after,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,1_after,72.3,-16.299999999999997,2498.0,other,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,2_after,70.0,0.0,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,2_after,68.0,-20.599999999999994,2498.0,other,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,65.0,69.0,3_after,70.1,0.0999999999999943,2498.0,self,strangers
72_2498_65_69.mov,2498,strangers,65_69,98,457895,72,no,,,69.0,65.0,3_after,68.05,-20.55,2498.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,long_gap,12.0,0.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,long_gap,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,1_before,12.0,0.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,1_before,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,2_before,10.9,-1.0999999999999996,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,2_before,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,3_before,9.0,-3.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,3_before,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,1_after,12.0,0.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,1_after,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,2_after,12.0,0.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,2_after,67.0,0.0,2220.0,self,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,84.0,81.0,3_after,12.0,0.0,2220.0,other,strangers
73_2220_84_81.mov,2220,strangers,84_81,99,304087,73,no,,,81.0,84.0,3_after,67.0,0.0,2220.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,long_gap,15.0,0.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,long_gap,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,1_before,15.0,0.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,1_before,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,2_before,15.65,0.6500000000000004,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,2_before,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,3_before,16.0,1.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,3_before,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,1_after,15.0,0.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,1_after,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,2_after,15.0,0.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,2_after,67.0,0.0,3392.0,self,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,84.0,81.0,3_after,15.0,0.0,3392.0,other,strangers
74_3392_84_81.mov,3392,strangers,84_81,123,408854,74,no,,,81.0,84.0,3_after,67.0,0.0,3392.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,long_gap,82.0,0.0,2322.0,other,strangers
